feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__Lactococcus_lactis	Antibiotics	Yes	0.763391454631813	0.679473842823982	53	10	0.266697996922404	0.733710646555085
s__Bifidobacterium_pseudocatenulatum	Antibiotics	Yes	-0.974235440877118	0.963274359925061	53	11	0.316803370038058	0.734381334858835
s__Collinsella_bouchesdurhonensis	Antibiotics	Yes	-0.54223461387642	0.535154583282862	53	6	0.315927613205371	0.734381334858835
s__Collinsella_tanakaei	Response	PNR	1.13329852389034	1.10273315811231	53	7	0.309129248230724	0.734381334858835
s__Senegalimassilia_anaerobia	Response	PNR	-0.77832428689114	0.73689711112684	53	8	0.296048315285701	0.734381334858835
s__Adlercreutzia_equolifaciens	Antibiotics	Yes	-0.754044155332432	0.730164117548887	53	10	0.306812266438164	0.734381334858835
s__Bacteroides_caccae	Age	Age	-0.675814741433194	0.631976262127987	53	26	0.29014391900996	0.734381334858835
s__Bacteroides_finegoldii	Response	PNR	0.615868274549998	0.585922052761019	53	13	0.298364606263113	0.734381334858835
s__Bacteroides_uniformis	Age	Age	-0.556373588266374	0.554740978856987	53	42	0.320815645194016	0.734381334858835
s__Bacteroides_uniformis	Response	PNR	1.14877163706834	1.11491379587763	53	42	0.307896477459932	0.734381334858835
s__Bacteroides_xylanisolvens	Antibiotics	Yes	-1.56309954427398	1.41121326148522	53	23	0.27343007202896	0.734381334858835
s__Butyricimonas_paravirosa	Antibiotics	Yes	-0.576334483692722	0.554365066853851	53	9	0.303614793772952	0.734381334858835
s__Odoribacter_splanchnicus	Antibiotics	Yes	-1.32860137206973	1.27691657094905	53	24	0.303225556409534	0.734381334858835
s__Prevotella_copri_clade_A	Response	PNR	-1.55271194053403	1.4537513421923	53	15	0.290721646719567	0.734381334858835
s__Prevotella_marseillensis	Antibiotics	Yes	1.04078838463979	1.00159254294552	53	6	0.303843217110065	0.734381334858835
s__Granulicatella_adiacens	Response	PNR	0.319429430610902	0.303395597603109	53	6	0.297575048318127	0.734381334858835
s__Enterococcus_faecalis	Response	PNR	-1.43349869375252	1.3526904402383	53	15	0.294459390734426	0.734381334858835
s__Ligilactobacillus_salivarius	Response	PNR	0.413526337165157	0.371817203705304	53	6	0.271489238325369	0.734381334858835
s__Lactococcus_lactis	Response	PNR	-0.701684607602885	0.690315126545718	53	10	0.31439849675592	0.734381334858835
s__Streptococcus_cristatus	Response	PNR	0.282900376599686	0.26956077597632	53	7	0.299103123487124	0.734381334858835
s__Streptococcus_oralis	Age	Age	-0.58839925866314	0.525681404739802	53	25	0.268465816773322	0.734381334858835
s__Clostridia_bacterium	Antibiotics	Yes	-1.30625642804002	1.27841089103293	53	25	0.311902744975868	0.734381334858835
s__Clostridium_paraputrificum	Antibiotics	Yes	-0.350517337336225	0.33704710022472	53	6	0.303460428918721	0.734381334858835
s__Clostridium_sp_AM22_11AC	Antibiotics	Yes	-1.23943605215503	1.13562091482504	53	24	0.280427062331879	0.734381334858835
s__Clostridium_sp_AT4	Antibiotics	Yes	-1.00718311178303	0.909416887965121	53	12	0.273483061457431	0.734381334858835
s__Eubacteriaceae_bacterium	Age	Age	0.286143276912887	0.272180949731021	53	6	0.298278969910254	0.734381334858835
s__Dorea_sp_AF24_7LB	Age	Age	-0.457103480963472	0.45558654931278	53	11	0.32063102178203	0.734381334858835
s__Eisenbergiella_tayi	Antibiotics	Yes	0.863502288076586	0.784417167594243	53	12	0.276353367319627	0.734381334858835
s__Faecalicatena_contorta	Antibiotics	Yes	0.926556725073285	0.898560652106083	53	9	0.307530382225673	0.734381334858835
s__Lachnospiraceae_bacterium_WCA3_601_WT_6H	Antibiotics	Yes	-1.3698915778373	1.35865546804338	53	13	0.318278073210144	0.734381334858835
s__Lachnospira_eligens	Age	Age	-0.467826591561295	0.464618768119865	53	11	0.318927397211125	0.734381334858835
s__Ruminococcus_gnavus	Response	PNR	1.1690242624088	1.16781829095983	53	33	0.32172896574768	0.734381334858835
s__Gemmiger_formicilis	Response	PNR	0.684633431767009	0.679710075507966	53	19	0.318766095975456	0.734381334858835
s__Ruminococcus_sp_NSJ_71	Response	PNR	0.458077438041033	0.426292572027551	53	6	0.287834317311554	0.734381334858835
s__Ruthenibacterium_lactatiformans	Age	Age	-0.414796239308343	0.403166398592212	53	19	0.3086039556583	0.734381334858835
s__Phascolarctobacterium_succinatutens	Age	Age	-0.508466903224951	0.482887579180971	53	14	0.297518942155038	0.734381334858835
s__Megamonas_funiformis	Antibiotics	Yes	0.641952508560773	0.639543651418819	53	6	0.320422468814868	0.734381334858835
s__Anaeroglobus_geminatus	Response	PNR	-0.729827215402356	0.656769117648865	53	12	0.271888622974696	0.734381334858835
s__Fusobacterium_nucleatum	Age	Age	-0.453042426227888	0.449157047703938	53	23	0.318097406200702	0.734381334858835
s__Sutterella_wadsworthensis	Response	PNR	1.28052539929922	1.17010399596348	53	33	0.27914375755858	0.734381334858835
s__Bilophila_wadsworthia	Age	Age	-0.461097457459745	0.455657406018769	53	24	0.316538266793147	0.734381334858835
s__Bilophila_wadsworthia	Antibiotics	Yes	-0.927362413940993	0.901394340743437	53	24	0.308621389761329	0.734381334858835
s__Desulfovibrio_piger	Response	PNR	0.926208869927562	0.89505809677693	53	9	0.305841097048084	0.734381334858835
s__Campylobacter_concisus	Antibiotics	Yes	-1.29773692918863	1.23633515638165	53	14	0.299022113214244	0.734381334858835
s__Campylobacter_gracilis	Antibiotics	Yes	-1.17134883719296	1.10046669590686	53	15	0.292359842372771	0.734381334858835
s__Escherichia_coli	Antibiotics	Yes	-1.55636147444111	1.53692347790085	53	41	0.316203065397269	0.734381334858835
s__Aggregatibacter_sp_oral_taxon_458	Response	PNR	0.347584814171035	0.319956657000782	53	6	0.282639738207523	0.734381334858835
s__Unknown	Response	PNR	1.55412606532397	1.44730825380933	53	36	0.288170002894301	0.734381334858835
s__Eggerthellaceae_bacterium	Antibiotics	Yes	0.637402990273193	0.644953148092548	53	8	0.327864185756766	0.740262265955121
s__Coprobacter_secundus	Antibiotics	Yes	-0.479714315115138	0.487749766808122	53	6	0.330180471005379	0.740262265955121
s__Lacticaseibacillus_rhamnosus	Response	PNR	0.877314855878911	0.891315324662741	53	9	0.32980718446782	0.740262265955121
s__Clostridium_fessum	Antibiotics	Yes	-0.522437094322768	0.526286673928397	53	21	0.325740247810543	0.740262265955121
s__Eubacteriaceae_bacterium	Response	PNR	-0.540225976082049	0.547027004306499	53	6	0.328216262444732	0.740262265955121
s__Streptococcus_mitis	Response	PNR	0.947247244194414	0.9738027503742	53	20	0.335465079602882	0.749443262942609
s__Clostridiaceae_bacterium	Response	PNR	1.19248840455451	1.23439958221927	53	25	0.338764458738536	0.75413996114939
s__Bacteroides_cellulosilyticus	Antibiotics	Yes	-1.2195472607736	1.26794686806234	53	14	0.340858432247338	0.754662821130232
s__Clostridium_phoceensis	Age	Age	-0.630637941927313	0.65964794758429	53	18	0.343754226564488	0.754662821130232
s__Enterocloster_lavalensis	Response	PNR	-0.585251229234796	0.609320196646536	53	10	0.341520167543192	0.754662821130232
s__Faecalicatena_contorta	Age	Age	-0.434215803848049	0.454224968343493	53	9	0.343790840737106	0.754662821130232
s__Veillonella_rogosae	Age	Age	0.242549679755486	0.254514148711588	53	8	0.34527230191773	0.755283160445034
s__Phocaeicola_vulgatus	Age	Age	-0.807567915811944	0.856820793731212	53	41	0.35055211568219	0.756328194793766
s__Clostridium_disporicum	Antibiotics	Yes	-0.478495548661461	0.504089497657981	53	7	0.347163385864773	0.756328194793766
s__Evtepia_gabavorous	Response	PNR	0.62020257140466	0.657240960425133	53	12	0.349980520469854	0.756328194793766
s__Enterocloster_asparagiformis	Antibiotics	Yes	0.470773082305809	0.499329124251441	53	11	0.350402961604984	0.756328194793766
s__Ruminococcus_bromii	Response	PNR	-0.599846810910993	0.638200578572344	53	6	0.351877673952617	0.75659704638276
s__Prevotella_copri_clade_A	Age	Age	-0.671200756662408	0.723334347071732	53	15	0.35799443001181	0.760081178032365
s__Gemella_morbillorum	Age	Age	-0.150772645680471	0.16265138771061	53	6	0.358486602306636	0.760081178032365
s__Streptococcus_cristatus	Antibiotics	Yes	0.245411688886777	0.265327369028925	53	7	0.359530461989912	0.760081178032365
s__Anaerobutyricum_hallii	Response	PNR	1.03883909611044	1.12256344662169	53	30	0.359284556203956	0.760081178032365
s__Escherichia_coli	Age	Age	-0.725067537146185	0.776919194558126	53	41	0.355261950348578	0.760081178032365
s__Megasphaera_micronuciformis	Age	Age	-0.461916742233448	0.505042217449871	53	19	0.364875272190133	0.768800740735062
s__Alistipes_communis	Age	Age	-0.161866701597968	0.177826214307312	53	8	0.367145589261896	0.771005737449983
s__Slackia_isoflavoniconvertens	Age	Age	0.439677844510617	0.495406863048208	53	9	0.37914085252267	0.780584108134908
s__Bacteroidaceae_bacterium	Age	Age	-0.39049474441372	0.439802789170179	53	9	0.378939786130878	0.780584108134908
s__Coprobacter_secundus	Age	Age	0.219807679271252	0.246558896017416	53	6	0.377017016749844	0.780584108134908
s__Alistipes_shahii	Antibiotics	Yes	-1.1386445872046	1.27677631034533	53	21	0.376852240029455	0.780584108134908
s__Clostridium_sp_AM33_3	Age	Age	-0.339781188083168	0.37955505293448	53	13	0.375051876265921	0.780584108134908
s__Dielma_fastidiosa	Response	PNR	0.285796144757403	0.318092284340436	53	7	0.373329316640878	0.780584108134908
s__Bifidobacterium_dentium	Age	Age	-0.484321758210831	0.54772344685817	53	22	0.380882249042378	0.781615038751459
s__Alistipes_inops	Antibiotics	Yes	-0.907914171745823	1.03113428894748	53	7	0.382886606130974	0.783177148904264
s__Collinsella_aerofaciens	Age	Age	-0.560153659325831	0.640459246865695	53	29	0.386051611421455	0.783543149895753
s__Bacteroides_cellulosilyticus	Response	PNR	1.12487627866345	1.28817748015422	53	14	0.386796697805681	0.783543149895753
s__Clostridium_sp_AM49_4BH	Response	PNR	0.54573045964589	0.623276379694594	53	7	0.385528570967096	0.783543149895753
s__Blautia_glucerasea	Age	Age	0.267245365849521	0.306872251375133	53	7	0.388072725754655	0.783608388543053
s__Paraprevotella_clara	Antibiotics	Yes	-0.480013517373227	0.561441284586384	53	12	0.39673078249311	0.785976078524085
s__Alistipes_senegalensis	Age	Age	0.300160355421136	0.350416561348688	53	8	0.395846032743209	0.785976078524085
s__Lacrimispora_amygdalina	Age	Age	-0.430851725957609	0.502962633934899	53	22	0.395820757151978	0.785976078524085
s__Oscillibacter_sp_ER4	Antibiotics	Yes	-0.521834397021405	0.602886747910591	53	7	0.390949955030046	0.785976078524085
s__Faecalibacillus_intestinalis	Age	Age	-0.288667835425208	0.336927413729646	53	16	0.395745243428993	0.785976078524085
s__Veillonella_dispar	Response	PNR	1.17548471566626	1.37230970164677	53	31	0.395850194711563	0.785976078524085
s__Trueperella_pyogenes	Response	PNR	0.369190051015	0.434153644010867	53	7	0.399257171499045	0.788501623963632
s__Veillonella_parvula	Response	PNR	1.37295610100434	1.61976649405006	53	39	0.400767726019743	0.789011460601369
s__Anaerotruncus_colihominis	Antibiotics	Yes	-0.541059541071691	0.640593196530712	53	11	0.402426669452837	0.789809351262576
s__Isoptericola_variabilis	Antibiotics	Yes	-0.374708838248837	0.446614828258082	53	8	0.405545163001953	0.791825883994998
s__Ligilactobacillus_salivarius	Antibiotics	Yes	-0.30454840951834	0.365977876645845	53	6	0.409361752745325	0.791825883994998
s__Clostridium_fessum	Age	Age	-0.222377166665844	0.266039412302806	53	21	0.407279761551409	0.791825883994998
s__Clostridium_phoceensis	Response	PNR	1.10233338426272	1.3257549472899	53	18	0.409738473305348	0.791825883994998
s__Enterocloster_bolteae	Response	PNR	0.836896172394565	1.00490255385608	53	31	0.408991013408117	0.791825883994998
s__Megamonas_funiformis	Age	Age	-0.267944515996206	0.323291136930063	53	6	0.411235261261615	0.792288118026965
s__Dorea_sp_AF24_7LB	Antibiotics	Yes	-0.744494512001595	0.90125417000784	53	11	0.412771414188521	0.792823143106
s__Ruthenibacterium_lactatiformans	Antibiotics	Yes	-0.656962016961509	0.797555148382606	53	19	0.414090139708937	0.792938565400092
s__Lancefieldella_parvula	Antibiotics	Yes	-0.814409037537482	1.00154848205365	53	16	0.420065741002328	0.79308162421367
s__Bacteroides_ovatus	Age	Age	-0.663568656463105	0.841749796338715	53	36	0.434306603736057	0.79308162421367
s__Bacteroides_thetaiotaomicron	Age	Age	-0.510288642729689	0.631417461388381	53	33	0.422902687722733	0.79308162421367
s__Bacteroides_thetaiotaomicron	Response	PNR	1.01713428183557	1.26901755141732	53	33	0.426704466184436	0.79308162421367
s__Coprobacter_fastidiosus	Age	Age	-0.161431952100672	0.199036002916401	53	8	0.421248212974617	0.79308162421367
s__Streptococcus_infantis	Age	Age	-0.350253361209661	0.438908615597129	53	10	0.428715437956099	0.79308162421367
s__Candidatus_Avimicrobium_caecorum	Age	Age	-0.203262552358044	0.249678485649636	53	6	0.419528077606976	0.79308162421367
s__Clostridia_bacterium_UC5_1_1D1	Antibiotics	Yes	-0.500205959608715	0.617366559191766	53	15	0.42172834504049	0.79308162421367
s__Clostridium_sp_AF20_17LB	Antibiotics	Yes	-0.788630583640009	0.993685029262654	53	10	0.431230259866828	0.79308162421367
s__Evtepia_gabavorous	Age	Age	-0.258855437823171	0.327019447673209	53	12	0.432432593478527	0.79308162421367
s__Eubacterium_sp_AM28_29	Age	Age	-0.172989948500694	0.216590108720689	53	8	0.428320306379489	0.79308162421367
s__Anaerobutyricum_hallii	Age	Age	-0.453354731146894	0.558547169754762	53	30	0.42090779974516	0.79308162421367
s__Anaerostipes_caccae	Age	Age	-0.350207341332169	0.443407875189487	53	10	0.433445123460913	0.79308162421367
s__Faecalibacterium_prausnitzii	Response	PNR	-1.27175587865934	1.61135134505877	53	38	0.433769523351503	0.79308162421367
s__Dialister_invisus	Response	PNR	0.914831562000474	1.13411437270589	53	17	0.423767077315202	0.79308162421367
s__Desulfovibrionaceae_bacterium	Age	Age	-0.212738559004969	0.267674501598332	53	7	0.430582504193597	0.79308162421367
s__Bifidobacterium_pseudocatenulatum	Response	PNR	0.749209777164594	0.978643797245001	53	11	0.447610622511611	0.795224077132482
s__Bacteroides_salyersiae	Response	PNR	0.548253858329904	0.711498587046987	53	10	0.444666107458368	0.795224077132482
s__Bacteroides_stercoris	Response	PNR	1.03840909711768	1.35983855732781	53	18	0.448751049022131	0.795224077132482
s__Alistipes_putredinis	Antibiotics	Yes	-0.952155684632604	1.22710710180174	53	24	0.4415163983793	0.795224077132482
s__Alistipes_shahii	Age	Age	-0.492185064028959	0.645414060574581	53	21	0.449364716601847	0.795224077132482
s__Clostridiaceae_bacterium_OM08_6BH	Age	Age	-0.290091909108184	0.371311638917668	53	15	0.438406574700775	0.795224077132482
s__Clostridiaceae_bacterium_OM08_6BH	Response	PNR	0.57295492550875	0.746259037239734	53	15	0.44630832963604	0.795224077132482
s__Clostridium_sp_AM33_3	Antibiotics	Yes	-0.579182115732468	0.750846518012315	53	13	0.444190409941647	0.795224077132482
s__Mogibacterium_diversum	Antibiotics	Yes	-0.575743884599036	0.750511635642343	53	9	0.446681835307276	0.795224077132482
s__Colibacter_massiliensis	Antibiotics	Yes	0.550433901671041	0.713161075621773	53	7	0.443925982642472	0.795224077132482
s__Veillonella_dispar	Antibiotics	Yes	-1.04417979305174	1.35075780707351	53	31	0.44321630009387	0.795224077132482
s__Coprococcus_catus	Response	PNR	0.558612122200934	0.74128144568423	53	14	0.454709579959791	0.802428670517278
s__Lacrimispora_amygdalina	Response	PNR	0.758463476810049	1.01085010979428	53	22	0.456648492901503	0.80359930315069
s__Anaerostipes_caccae	Antibiotics	Yes	-0.652454259558392	0.87716197313473	53	10	0.460534933272641	0.806084150804206
s__Aggregatibacter_segnis	Age	Age	-0.217216867159701	0.292082572334391	53	12	0.46061951474526	0.806084150804206
s__Bifidobacterium_breve	Age	Age	-0.327060942606043	0.446187236211834	53	10	0.467043021253242	0.810570532753561
s__Sellimonas_intestinalis	Response	PNR	-0.615560761626668	0.837799520784497	53	12	0.466002694745047	0.810570532753561
s__Escherichia_coli	Response	PNR	1.14478143555316	1.56144572207329	53	41	0.466957181632029	0.810570532753561
s__Bifidobacterium_catenulatum	Response	PNR	-0.358551528232297	0.525637885280185	53	6	0.498370905892346	0.810898526544323
s__Collinsella_bouchesdurhonensis	Response	PNR	-0.389305494452908	0.54369319405299	53	6	0.477366015493532	0.810898526544323
s__Barnesiella_intestinihominis	Antibiotics	Yes	-1.15717800325968	1.61251004377368	53	19	0.476395811694859	0.810898526544323
s__Butyricimonas_faecihominis	Age	Age	-0.253340454800733	0.374557854040984	53	15	0.501984802146485	0.810898526544323
s__Prevotella_histicola	Response	PNR	-0.274102173038874	0.389889151842748	53	6	0.48536656354757	0.810898526544323
s__Alistipes_ihumii	Age	Age	-0.398113656134153	0.558263755509556	53	16	0.479149049747535	0.810898526544323
s__Granulicatella_adiacens	Antibiotics	Yes	0.20627824941836	0.298630820435325	53	6	0.492984084854518	0.810898526544323
s__Streptococcus_constellatus	Antibiotics	Yes	-0.542932292391643	0.770259956442993	53	10	0.484228935709382	0.810898526544323
s__Streptococcus_gordonii	Response	PNR	0.426720320610241	0.608475586447204	53	13	0.486436927821723	0.810898526544323
s__Streptococcus_mutans	Response	PNR	0.434232345062832	0.598075838267928	53	9	0.471262693846016	0.810898526544323
s__Clostridiaceae_bacterium	Age	Age	-0.436849730444106	0.614192805823108	53	25	0.480296526022019	0.810898526544323
s__Clostridium_sp_AT4	Response	PNR	0.625272779208349	0.923927007240342	53	12	0.501743466016013	0.810898526544323
s__Anaerostipes_hadrus	Response	PNR	1.36444542085137	1.9267857457217	53	33	0.482209836886835	0.810898526544323
s__Blautia_sp_OF03_15BH	Age	Age	-0.165277274624348	0.240374524165243	53	7	0.494957772645938	0.810898526544323
s__Enterocloster_asparagiformis	Age	Age	-0.172200917228889	0.252412294177909	53	11	0.498311799864202	0.810898526544323
s__Enterocloster_citroniae	Age	Age	-0.399051960791248	0.586982603705464	53	26	0.499807602303573	0.810898526544323
s__Eubacterium_rectale	Response	PNR	-0.688927778857615	0.968820162115201	53	18	0.480393886575449	0.810898526544323
s__Lachnospira_pectinoschiza	Antibiotics	Yes	-0.556830933278981	0.781185426093245	53	8	0.479348826165979	0.810898526544323
s__Tyzzerella_nexilis	Response	PNR	-0.482862093814327	0.713654478476941	53	12	0.501838297399305	0.810898526544323
s__Romboutsia_timonensis	Response	PNR	-0.26845783437862	0.380449952196079	53	6	0.483758056402121	0.810898526544323
s__Ruminococcaceae_bacterium	Response	PNR	-0.574972713157794	0.791788393519303	53	9	0.471189373486538	0.810898526544323
s__Coprobacillus_cateniformis	Antibiotics	Yes	-0.347711560344271	0.500556517366825	53	6	0.490555522749737	0.810898526544323
s__Veillonella_parvula	Antibiotics	Yes	-1.10602833829412	1.59432833189819	53	39	0.491129278295066	0.810898526544323
s__Fusobacterium_nucleatum	Response	PNR	0.616077565569582	0.902712091024175	53	23	0.498153101191305	0.810898526544323
s__Desulfovibrio_piger	Antibiotics	Yes	0.61279330087003	0.881001358917002	53	9	0.489987440294917	0.810898526544323
s__Campylobacter_concisus	Age	Age	0.455056757049516	0.624970942087395	53	14	0.470002675971882	0.810898526544323
s__Klebsiella_pneumoniae	Response	PNR	-0.797000357607455	1.15926749819981	53	9	0.49500705081224	0.810898526544323
s__Butyricimonas_paravirosa	Response	PNR	0.376417910236959	0.563210188764952	53	9	0.507050588727558	0.81438518805649
s__Parabacteroides_distasonis	Response	PNR	0.789118495436896	1.1767303094936	53	42	0.505622347596	0.81438518805649
s__Lachnospiraceae_bacterium	Age	Age	-0.400519406639344	0.600649762822473	53	37	0.508021236359049	0.81438518805649
s__Ligilactobacillus_salivarius	Age	Age	-0.122700157981641	0.185002858787825	53	6	0.510289082521659	0.814749513514722
s__Hungatella_hathewayi	Age	Age	0.480975812376809	0.726139109382019	53	21	0.51083501244177	0.814749513514722
s__Blautia_glucerasea	Antibiotics	Yes	0.400713807335962	0.60706334861887	53	7	0.512289915736465	0.815006684126194
s__Clostridiales_bacterium_KLE1615	Response	PNR	-0.459015995818735	0.697986204365046	53	17	0.513854141431528	0.815070048972614
s__Intestinimonas_butyriciproducens	Antibiotics	Yes	-0.644867704748659	0.983087456680482	53	12	0.514917269033492	0.815070048972614
s__Methanobrevibacter_smithii	Age	Age	-0.18466527460284	0.282805087116732	53	6	0.516823155050861	0.816036560606623
s__Clostridium_sp_AF34_10BH	Age	Age	-0.240748418868068	0.372536157860451	53	15	0.521138211016541	0.818517566987253
s__Blautia_producta	Response	PNR	-0.391424215904538	0.60738135674292	53	9	0.522292161791866	0.818517566987253
s__Intestinibacter_bartlettii	Response	PNR	0.888797760030233	1.37180028480963	53	15	0.520070178311232	0.818517566987253
s__Bacteroides_intestinalis	Age	Age	0.174174934416316	0.275333020214652	53	7	0.529937735783904	0.822197922132367
s__Prevotella_histicola	Antibiotics	Yes	0.240901025165856	0.383766007857326	53	6	0.533096194920139	0.822197922132367
s__Candidatus_Avimicrobium_caecorum	Antibiotics	Yes	0.314511130956191	0.493921027063703	53	6	0.52724234323684	0.822197922132367
s__Clostridium_disporicum	Response	PNR	0.31889137131293	0.512132452251412	53	7	0.536386263486354	0.822197922132367
s__Clostridium_sp_AM22_11AC	Age	Age	-0.364100865091438	0.574059606190849	53	24	0.528863760688594	0.822197922132367
s__Clostridium_sp_AM49_4BH	Age	Age	0.19520398650071	0.310119894693784	53	7	0.531980554385065	0.822197922132367
s__Clostridium_sp_AM49_4BH	Antibiotics	Yes	-0.382837658316688	0.613487928291048	53	7	0.535499523745012	0.822197922132367
s__Fusicatenibacter_saccharivorans	Response	PNR	0.6795567998448	1.08479749234172	53	25	0.533936292384512	0.822197922132367
s__Campylobacter_concisus	Response	PNR	0.791630623697215	1.25606139065402	53	14	0.5314604513327	0.822197922132367
s__Faecalibacillus_intestinalis	Response	PNR	-0.418011821315656	0.67715390802848	53	16	0.539890462173153	0.825560658177394
s__Collinsella_aerofaciens	Response	PNR	0.779226817289975	1.28718965651183	53	29	0.547726491009254	0.826252964339932
s__Bacteroides_nordii	Antibiotics	Yes	-0.411344190686705	0.692175238348617	53	9	0.55506057273607	0.826252964339932
s__Bacteroides_nordii	Response	PNR	0.428594348595376	0.703219178043057	53	9	0.54502565403687	0.826252964339932
s__Coprobacter_fastidiosus	Response	PNR	0.237978003929158	0.400020899817181	53	8	0.554638492109772	0.826252964339932
s__Alistipes_inops	Age	Age	-0.309610331064353	0.521241319277985	53	7	0.555253617045223	0.826252964339932
s__Lacticaseibacillus_rhamnosus	Age	Age	0.265755041368073	0.443486426934402	53	9	0.551773231064445	0.826252964339932
s__Lactobacillus_gasseri	Age	Age	-0.36521648189699	0.613194607738596	53	14	0.554186051355059	0.826252964339932
s__Streptococcus_salivarius	Age	Age	-0.311836894131709	0.51587968123676	53	20	0.54831612206431	0.826252964339932
s__Clostridium_sp_AF34_10BH	Response	PNR	-0.458815706701447	0.748720065205316	53	15	0.542842365792947	0.826252964339932
s__Enterocloster_clostridioformis	Age	Age	0.151755141875559	0.256023360654923	53	9	0.556081360127192	0.826252964339932
s__Roseburia_intestinalis	Response	PNR	0.561400252745385	0.936557643457553	53	12	0.551648277105139	0.826252964339932
s__Allisonella_histaminiformans	Antibiotics	Yes	-0.550388594252525	0.910549451516067	53	9	0.548328220729565	0.826252964339932
s__Bacteroides_ovatus	Response	PNR	-0.995946967227637	1.69174172520823	53	36	0.558759374527402	0.828278602240619
s__Bifidobacterium_breve	Antibiotics	Yes	0.514030686664167	0.882660183551886	53	10	0.562990899999185	0.829037821945116
s__Alistipes_finegoldii	Age	Age	0.435068089505439	0.762944929256987	53	18	0.571114944006635	0.829037821945116
s__Enterococcus_faecium	Response	PNR	0.68129421088346	1.17729176103205	53	14	0.565444890442668	0.829037821945116
s__Limosilactobacillus_fermentum	Response	PNR	0.666154757462933	1.14532665649102	53	10	0.563483196775624	0.829037821945116
s__Ruminococcus_torques	Response	PNR	0.910551429202664	1.59431407801426	53	32	0.570525760201392	0.829037821945116
s__Anaerotruncus_colihominis	Age	Age	0.18692659027546	0.323821684972766	53	11	0.566412466379405	0.829037821945116
s__Anaerotruncus_colihominis	Response	PNR	-0.371580430553674	0.650814123601193	53	11	0.570644903645966	0.829037821945116
s__Ruthenibacterium_lactatiformans	Response	PNR	-0.463197762508275	0.810280467743557	53	19	0.570171474642977	0.829037821945116
s__Haemophilus_parainfluenzae	Response	PNR	0.715146199277018	1.24211844060142	53	28	0.567421026474268	0.829037821945116
s__Bifidobacterium_bifidum	Age	Age	-0.22289073300297	0.412378721518569	53	12	0.591300722974981	0.834500870363613
s__Collinsella_bouchesdurhonensis	Age	Age	-0.149320413266295	0.270522165733377	53	6	0.583477037056281	0.834500870363613
s__Coprobacter_secundus	Response	PNR	0.266401645370368	0.49553201429715	53	6	0.593281515332097	0.834500870363613
s__Butyricimonas_faecihominis	Response	PNR	0.410884526100552	0.752783253339341	53	15	0.587665807540862	0.834500870363613
s__Alistipes_senegalensis	Antibiotics	Yes	-0.372099091767148	0.693203931572819	53	8	0.593847529994466	0.834500870363613
s__Streptococcus_oralis	Response	PNR	0.570705127435557	1.05651010601082	53	25	0.591520068283361	0.834500870363613
s__Blautia_faecis	Age	Age	-0.318458671546482	0.580012640247543	53	27	0.585461403693502	0.834500870363613
s__Blautia_faecis	Response	PNR	0.636389740758715	1.16570457031642	53	27	0.587593067332764	0.834500870363613
s__Blautia_obeum	Age	Age	-0.212982679045476	0.397877056833334	53	23	0.594865260246522	0.834500870363613
s__Dorea_sp_AF24_7LB	Response	PNR	0.489348704205636	0.915634049771636	53	11	0.595455982746639	0.834500870363613
s__Enterocloster_clostridioformis	Antibiotics	Yes	-0.270223290240229	0.506472637872493	53	9	0.596072050259723	0.834500870363613
s__Enterocloster_clostridioformis	Response	PNR	0.277678813999566	0.514553616445048	53	9	0.591882546873315	0.834500870363613
s__Eubacterium_rectale	Age	Age	0.270321503027731	0.48205004463606	53	18	0.577506494108088	0.834500870363613
s__Intestinibacter_bartlettii	Age	Age	-0.382469465414358	0.682558450353151	53	15	0.577796029269956	0.834500870363613
s__Coprobacillus_cateniformis	Age	Age	-0.135781586963393	0.25303274489281	53	6	0.593960592000767	0.834500870363613
s__Clostridium_innocuum	Age	Age	-0.305563983180835	0.547288673105091	53	28	0.57916611052292	0.834500870363613
s__Clostridium_disporicum	Age	Age	0.133649762186421	0.254818676490356	53	7	0.602302834305113	0.841354291823107
s__Anaerotignum_lactatifermentans	Antibiotics	Yes	0.324606676993075	0.636087754507274	53	10	0.612120383012011	0.850364697488654
s__Blautia_producta	Age	Age	0.154615648141917	0.302211103338103	53	9	0.611218690999012	0.850364697488654
s__Lacrimispora_celerecrescens	Age	Age	0.197674296366075	0.388996583886651	53	16	0.613618085934278	0.850364697488654
s__Clostridium_innocuum	Response	PNR	-0.558104686744048	1.09993621388791	53	28	0.614152281519583	0.850364697488654
s__Alistipes_finegoldii	Response	PNR	-0.770543550295477	1.53336036013808	53	18	0.617553178786353	0.853198470691672
s__Clostridium_sp_AF20_17LB	Response	PNR	0.497649199110992	1.00953968127914	53	10	0.62425220144225	0.857116350951513
s__Enterocloster_lavalensis	Antibiotics	Yes	-0.295458593275171	0.599750924765903	53	10	0.624470484264674	0.857116350951513
s__Parasutterella_excrementihominis	Age	Age	0.207986409458478	0.419060298676024	53	9	0.621890535584499	0.857116350951513
s__Bacteroides_finegoldii	Antibiotics	Yes	0.282880625106874	0.576720244820651	53	13	0.625970318777016	0.857307175716348
s__Clostridiales_bacterium	Antibiotics	Yes	0.348373205858594	0.714527457039007	53	14	0.628037672633348	0.858272741342753
