feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g__Methanobrevibacter	Response	PNR	-0.148576744056621	0.529987231371497	53	6	0.78039668789626	0.968237218452823
g__Blautia	Response	PNR	0.283972509981332	1.01946862007095	53	42	0.781762709621628	0.968237218452823
g__Dysosmobacter	Antibiotics	Yes	-0.310262173073275	1.11775852613256	53	20	0.782506179693005	0.968237218452823
g__Erysipelatoclostridium	Age	Age	-0.162690942655784	0.621690133175092	53	44	0.794656315911426	0.97192580176859
g__Allisonella	Response	PNR	0.245284707326349	0.909853643098175	53	9	0.78861007474848	0.97192580176859
g__Neisseria	Age	Age	0.0660597927068216	0.249611339096977	53	7	0.79238870405046	0.97192580176859
g__Oribacterium	Age	Age	0.0408184363688756	0.171134172636255	53	6	0.812474718961014	0.979814846865132
g__Oscillibacter	Age	Age	-0.0745263632378259	0.303109664044325	53	8	0.806807851790085	0.979814846865132
g__Intestinibacter	Age	Age	-0.107183331806619	0.451722411685966	53	17	0.813431193623883	0.979814846865132
g__Intestinibacter	Response	PNR	0.220611200278819	0.907867938174505	53	17	0.80902037297426	0.979814846865132
g__Phascolarctobacterium	Antibiotics	Yes	0.268460678342328	1.19940176445109	53	23	0.82382112864812	0.988585354377744
g__Bacteroides	Age	Age	-0.106363289166894	0.528703496898698	53	46	0.841392514435819	0.995712995959922
g__Candidatus_Avimicrobium	Response	PNR	0.0946898477372953	0.494638710809047	53	6	0.848977935926333	0.995712995959922
g__Coprococcus	Response	PNR	0.261224297105942	1.38313783420666	53	26	0.850979861983206	0.995712995959922
g__Enterocloster	Age	Age	-0.096943624633118	0.511950536765789	53	35	0.850591855630558	0.995712995959922
g__Catenibacterium	Response	PNR	0.108024550877978	0.54313701242352	53	6	0.843171724085893	0.995712995959922
g__Selenomonas	Age	Age	-0.0302724012394257	0.157572451812398	53	6	0.848444268993757	0.995712995959922
g__Selenomonas	Response	PNR	-0.0595267505057497	0.316687800381872	53	6	0.851679040569493	0.995712995959922
g__Bifidobacterium	Age	Age	-0.111975749305312	0.682221796346314	53	40	0.870300885963732	0.999528230145246
g__Bifidobacterium	Response	PNR	0.0062438847225906	1.37112368039249	53	40	0.996385059610198	0.999528230145246
g__Eggerthella	Response	PNR	0.109877871240133	0.933187302404594	53	22	0.906751271442922	0.999528230145246
g__Slackia	Response	PNR	0.0820738667195745	1.14939754005987	53	15	0.943365300009013	0.999528230145246
g__Bacteroides	Response	PNR	0.103234125625261	1.06258388164446	53	46	0.923000514499442	0.999528230145246
g__Phocaeicola	Age	Age	-0.0983463017684347	0.58309081369462	53	47	0.866755415132891	0.999528230145246
g__Odoribacter	Response	PNR	0.17118822075844	1.295861759916	53	24	0.895443185435802	0.999528230145246
g__Enterococcus	Response	PNR	-0.326374762719259	1.93815148226855	53	24	0.866965815393185	0.999528230145246
g__Butyricicoccus	Antibiotics	Yes	-0.038189781218308	0.443323938018118	53	6	0.931702844276982	0.999528230145246
g__Hungatella	Antibiotics	Yes	-0.217715704041155	1.42271007864994	53	21	0.879003963737719	0.999528230145246
g__Evtepia	Antibiotics	Yes	0.0702681918858463	0.62552410082586	53	12	0.911016806935719	0.999528230145246
g__Intestinimonas	Age	Age	-0.0475125891274987	0.352854870197304	53	12	0.893438666119677	0.999528230145246
g__Intestinimonas	Response	PNR	0.0911611163129085	0.709164777291503	53	12	0.89824215162003	0.999528230145246
g__Anaerostipes	Age	Age	-0.0535999984833261	0.779933013399024	53	41	0.94548912085796	0.999528230145246
g__Dorea	Response	PNR	-0.0366572570146055	1.07322993201135	53	30	0.972891501991979	0.999528230145246
g__Eisenbergiella	Response	PNR	-0.0693353810623763	0.880773716011192	53	13	0.937575152438577	0.999528230145246
g__Faecalicatena	Response	PNR	-0.0422884487461957	1.79788800223861	53	19	0.981330070144249	0.999528230145246
g__Lachnoclostridium	Age	Age	0.0960768835360189	0.665405698675309	53	25	0.885785992523754	0.999528230145246
g__Lachnoclostridium	Response	PNR	0.218052739863842	1.33732682744527	53	25	0.871148738287868	0.999528230145246
g__Lacrimispora	Age	Age	-0.0114511447340948	0.560018310386646	53	28	0.983769188900933	0.999528230145246
g__Mediterraneibacter	Response	PNR	0.0518524306482886	1.26328245154473	53	42	0.967426182183215	0.999528230145246
g__Oribacterium	Antibiotics	Yes	-0.0123221643331379	0.338542450280675	53	6	0.971113132375033	0.999528230145246
g__Oribacterium	Response	PNR	0.0330611336953407	0.343944033864953	53	6	0.92381448424767	0.999528230145246
g__Tyzzerella	Age	Age	0.0407622913901339	0.370667189289123	53	12	0.91288228873949	0.999528230145246
g__Romboutsia	Age	Age	-0.0115211969255377	0.19927169420329	53	6	0.954129911223772	0.999528230145246
g__Anaerotruncus	Age	Age	0.0961949736692877	0.578119214516415	53	14	0.868532418688743	0.999528230145246
g__Candidatus_Cibiobacter	Age	Age	-0.0342029063451651	0.652560504968243	53	14	0.958412406544717	0.999528230145246
g__Candidatus_Cibiobacter	Antibiotics	Yes	0.110334496913194	1.29091360834114	53	14	0.932235957698237	0.999528230145246
g__Candidatus_Cibiobacter	Response	PNR	0.133784341247502	1.3115106641897	53	14	0.919166771524301	0.999528230145246
g__Flavonifractor	Response	PNR	-0.0242313918790241	0.748982606181915	53	28	0.974322439867466	0.999528230145246
g__Ruminococcus	Age	Age	0.0101941897573258	0.50818065146039	53	13	0.984076838724465	0.999528230145246
g__Ruminococcus	Antibiotics	Yes	0.123269762223994	1.00529730725553	53	13	0.90290940304362	0.999528230145246
g__Ruminococcus	Response	PNR	0.0306195977901545	1.021337237928	53	13	0.976204854654299	0.999528230145246
g__Coprobacillus	Response	PNR	0.00450607441914276	0.524513527165899	53	6	0.99318037266693	0.999528230145246
g__Turicibacter	Age	Age	0.0380788138689059	0.245832430945849	53	8	0.877538469471535	0.999528230145246
g__Turicibacter	Response	PNR	-0.00962501835657395	0.494071970850961	53	8	0.98453650183319	0.999528230145246
g__Acidaminococcus	Antibiotics	Yes	-0.0646159624156263	0.783617766802209	53	8	0.934618027028567	0.999528230145246
g__Phascolarctobacterium	Response	PNR	0.0539892709145405	1.21853871131386	53	23	0.964840103464494	0.999528230145246
g__Megamonas	Response	PNR	0.0679877682657212	0.640532409562254	53	6	0.915902579002556	0.999528230145246
g__Dialister	Response	PNR	0.00866763090133677	1.38207872583144	53	23	0.995021607320919	0.999528230145246
g__Megasphaera	Response	PNR	0.152029425076919	1.83736121035729	53	25	0.934392707378872	0.999528230145246
g__Parasutterella	Response	PNR	0.0299565966309464	0.834485504198497	53	10	0.971509312518873	0.999528230145246
g__Bilophila	Response	PNR	-0.0282750662039134	0.905936506437959	53	24	0.975228154996952	0.999528230145246
g__Campylobacter	Age	Age	-0.092033298547425	0.772577575606435	53	21	0.905663383795478	0.999528230145246
g__Unknown	Response	PNR	-0.010368489817217	1.11965004078132	53	45	0.992648917472937	0.999528230145246
g__Dysosmobacter	Response	PNR	0.000251457948564421	1.13559282165721	53	20	0.999824220933798	0.999824220933798
